clip_id,source,parent_id,material,interaction,wetness,rigidity,resonance,granularity,continuity,notes
57414d0c0da8,ulfc,,metal,step,1,5,4,2,3,path=chunks/SNEAK_DIAMOND_05_WALK FAST_416-chunk10.wav
dd6e4fa7f02f,ulfc,,metal,step,1,5,4,2,3,path=chunks/SNEAK_GRATE_08_STAIR SLOW_KMR81-chunk1.wav
38e6b4cccb80,ulfc,,metal,step,1,5,4,2,3,path=chunks/BOOT_GRATE_02_WALK X SLOW_416-chunk0.wav
cef01c57076d,ulfc,,metal,step,1,5,4,2,3,path=chunks/HEEL_DIAMOND_06_JOG_KMR81-chunk18.wav
63aff4ce3a81,ulfc,,metal,step,1,5,4,2,3,path=chunks/BOOT_DIAMOND_05_WALK FAST_416-chunk12.wav
18cc3ebc5db3,ulfc,,metal,step,1,5,4,2,3,path=chunks/DRESS_METAL1_08_STAIR SLOW_KMR81-chunk13.wav
0f8364a28470,ulfc,,metal,step,1,5,4,2,3,path=chunks/SNEAK_METAL1_02_WALK X SLOW_416-chunk6.wav
9a2801e56338,ulfc,,metal,step,1,5,4,2,3,path=chunks/BOOT_METAL1_07_RUN_416-L-chunk11.wav
8670cb7a1aa4,ulfc,,metal,step,1,5,4,2,3,path=chunks/SNEAK_METAL1_02_WALK X SLOW_KMR81-chunk13.wav
1932f98540c7,ulfc,,metal,step,1,5,4,2,3,path=chunks/HEEL_DIAMOND_08_STAIR SLOW_416-chunk6.wav
a1c686846d06,ulfc,,metal,step,1,5,4,2,3,path=chunks/BOOT_DIAMOND_05_WALK FAST_KMR81-chunk12.wav
4bd57f5c5e20,ulfc,,metal,step,1,5,4,2,3,path=chunks/FLAT_DIAMOND_09_STAIR FAST_416-chunk17.wav
a43812e2cb14,ulfc,,metal,step,1,5,4,2,3,path=chunks/SNEAK_DIAMOND_03_WALK M SLOW_416-chunk5.wav
043c290d3ee9,ulfc,,metal,step,1,5,4,2,3,path=chunks/FLAT_DIAMOND_07_RUN_KMR81-chunk19.wav
b3da8f73eaef,ulfc,,metal,step,1,5,4,2,3,path=chunks/HEEL_DIAMOND_01_WALK XX SLOW_KMR81-chunk2.wav
38f9421034a3,ulfc,,metal,step,1,5,4,2,3,path=chunks/HEEL_DIAMOND_06_JOG_416-chunk23.wav
444ad63e75d9,ulfc,,metal,step,1,5,4,2,3,path=chunks/BOOT_METAL1_06_JOG_KMR81-chunk21.wav
87bc1a605e62,ulfc,,metal,step,1,5,4,2,3,path=chunks/BOOT_METAL1_03_WALK M SLOW_416-chunk3.wav
4560b70c9a95,ulfc,,metal,step,1,5,4,2,3,path=chunks/BOOT_METAL1_05_WALK FAST_416-chunk9.wav
d55c621d2df0,ulfc,,metal,step,1,5,4,2,3,path=chunks/BOOT_METAL1_01_WALK XX SLOW_KMR81-chunk12.wav
b07ca5b4ed4b,ulfc,,metal,step,1,5,4,2,3,path=chunks/BOOT_METAL1_06_JOG_KMR81-chunk7.wav
27231d98437a,ulfc,,metal,step,1,5,4,2,3,path=chunks/HEEL_METAL1_01_WALK XX SLOW_KMR81-chunk6.wav
e110ce484f3b,ulfc,,metal,step,1,5,4,2,3,path=chunks/HEEL_DIAMOND_06_JOG_KMR81-chunk12.wav
838cf0c4aae5,ulfc,,metal,step,1,5,4,2,3,path=chunks/FLAT_METAL1_01_WALK XX SLOW_416-chunk8.wav
24fffaaeef32,ulfc,,metal,step,1,5,4,2,3,path=chunks/DRESS_DIAMOND_05_WALK FAST_416-chunk17.wav
3a637aea3bfe,ulfc,,metal,step,1,5,4,2,3,path=chunks/SNEAK_DIAMOND_01_WALK XX SLOW_416-chunk10.wav
56cb81b2fb5f,ulfc,,metal,step,1,5,4,2,3,path=chunks/SNEAK_GRATE_09_STAIR FAST_416-chunk13.wav
4675f9591c07,ulfc,,metal,step,1,5,4,2,3,path=chunks/HEEL_METAL1_04_WALK MED_KMR81-chunk8.wav
a75b6d73085d,ulfc,,metal,step,1,5,4,2,3,path=chunks/BOOT_METAL1_06_JOG_KMR81-chunk16.wav
7b0882da4fa7,ulfc,,metal,step,1,5,4,2,3,path=chunks/BOOT_GRATE_05_WALK FAST_416-chunk11.wav
8f32e32ccf0f,ulfc,,metal,step,1,5,4,2,3,path=chunks/SNEAK_DIAMOND_06_JOG_KMR81-chunk19.wav
63bdc04d19a2,ulfc,,metal,impact,1,5,4,2,1,path=chunks/SNEAK_DIAMOND_10_STOMP_416-chunk10.wav
4ca79fb4667b,ulfc,,metal,impact,1,5,4,2,1,path=chunks/BOOT_METAL1_10_STOMP_416-chunk13.wav
8ac418acf786,ulfc,,metal,impact,1,5,4,2,1,path=chunks/BOOT_DIAMOND_10_STOMP_416-chunk12.wav
2aa7713bd3a2,ulfc,,metal,impact,1,5,4,2,1,path=chunks/BOOT_METAL1_11_LAND_KMR81-chunk1.wav
8aa1812c37c9,ulfc,,metal,impact,1,5,4,2,1,path=chunks/DRESS_GRATE_11_LAND_KMR81-chunk0.wav
39f17ff8de7e,ulfc,,metal,impact,1,5,4,2,1,path=chunks/SNEAK_DIAMOND_10_STOMP_KMR81-chunk4.wav
36c160dc1f8a,ulfc,,metal,impact,1,5,4,2,1,path=chunks/BOOT_METAL1_10_STOMP_KMR81-chunk6.wav
04ab3a0c1095,ulfc,,metal,impact,1,5,4,2,1,path=chunks/BOOT_DIAMOND_10_STOMP_416-chunk16.wav
15c0adc9ea3f,ulfc,,metal,impact,1,5,4,2,1,path=chunks/DRESS_GRATE_10_STOMP_KMR81-chunk3.wav
26a813d82da9,ulfc,,metal,impact,1,5,4,2,1,path=chunks/BOOT_DIAMOND_10_STOMP_KMR81-chunk10.wav
220a754e77c1,ulfc,,metal,impact,1,5,4,2,1,path=chunks/BOOT_GRATE_10_STOMP_416-chunk6.wav
e7660c74cc08,ulfc,,metal,impact,1,5,4,2,1,path=chunks/SNEAK_GRATE_11_LAND_KMR81-chunk8.wav
0ba167d8adfd,ulfc,,metal,impact,1,5,4,2,1,path=chunks/HEEL_METAL1_10_STOMP_KMR81-chunk4.wav
ba84f66e65b7,ulfc,,metal,impact,1,5,4,2,1,path=chunks/HEEL_METAL1_10_STOMP_KMR81-chunk14.wav
996449317192,ulfc,,metal,impact,1,5,4,2,1,path=chunks/BOOT_METAL1_10_STOMP_KMR81-chunk1.wav
5fabc0180d6e,ulfc,,metal,impact,1,5,4,2,1,path=chunks/DRESS_METAL1_11_LAND_416-chunk6.wav
7b90bda8dda1,ulfc,,metal,impact,1,5,4,2,1,path=chunks/FLAT_METAL1_11_LAND_KMR81-chunk2.wav
c60dd2dc2c6c,ulfc,,metal,impact,1,5,4,2,1,path=chunks/FLAT_METAL1_10_STOMP_416-chunk13.wav
9b7aa956f3a3,ulfc,,metal,impact,1,5,4,2,1,path=chunks/FLAT_METAL1_10_STOMP_416-chunk10.wav
3cc3d784c267,ulfc,,metal,impact,1,5,4,2,1,path=chunks/DRESS_METAL1_11_LAND_416-chunk7.wav
c647eb2c8aae,ulfc,,metal,impact,1,5,4,2,1,path=chunks/FLAT_METAL1_10_STOMP_KMR81-chunk4.wav
fbfd780ed565,ulfc,,metal,impact,1,5,4,2,1,path=chunks/BOOT_DIAMOND_10_STOMP_KMR81-chunk14.wav
7609db9188de,ulfc,,metal,impact,1,5,4,2,1,path=chunks/DRESS_METAL1_10_STOMP_KMR81-chunk1.wav
63a74c7befb6,ulfc,,metal,impact,1,5,4,2,1,path=chunks/BOOT_METAL1_10_STOMP_KMR81-chunk4.wav
67c3eded56c9,ulfc,,metal,impact,1,5,4,2,1,path=chunks/DRESS_DIAMOND_10_STOMP_KMR81-chunk6.wav
a1df1942bfd4,ulfc,,metal,impact,1,5,4,2,1,path=chunks/HEEL_METAL1_11_LAND_KMR81-chunk1.wav
8e8afcaca1b7,ulfc,,metal,impact,1,5,4,2,1,path=chunks/SNEAK_GRATE_11_LAND_416-chunk2.wav
c7650974cfc0,ulfc,,metal,impact,1,5,4,2,1,path=chunks/SNEAK_GRATE_10_STOMP_416-chunk4.wav
d22e7adfc750,ulfc,,metal,impact,1,5,4,2,1,path=chunks/FLAT_GRATE_11_LAND_416-chunk1.wav
d0ab33eff487,ulfc,,metal,impact,1,5,4,2,1,path=chunks/SNEAK_GRATE_10_STOMP_KMR81-chunk13.wav
da346fdd4d10,ulfc,,metal,impact,1,5,4,2,1,path=chunks/SNEAK_METAL1_11_LAND_416-chunk4.wav
ea5557b173f7,ulfc,,metal,impact,1,5,4,2,1,path=chunks/FLAT_METAL1_11_LAND_416-chunk11.wav
f404abd9ba03,ulfc,,metal,impact,1,5,4,2,1,path=chunks/FLAT_METAL1_10_STOMP_KMR81-chunk15.wav
1cf795af38a7,ulfc,,metal,impact,1,5,4,2,1,path=chunks/BOOT_METAL1_10_STOMP_KMR81-chunk5.wav
f02d4d0b9020,ulfc,,metal,impact,1,5,4,2,1,path=chunks/SNEAK_DIAMOND_11_LAND_KMR81-chunk6.wav
5affbd289f7b,ulfc,,metal,impact,1,5,4,2,1,path=chunks/BOOT_METAL1_10_STOMP_416-chunk3.wav
f2d056885ad9,ulfc,,metal,impact,1,5,4,2,1,path=chunks/SNEAK_GRATE_10_STOMP_KMR81-chunk6.wav
ec9b6c4de913,ulfc,,metal,impact,1,5,4,2,1,path=chunks/SNEAK_METAL1_10_STOMP_416-chunk15.wav
db33d38c11c3,ulfc,,metal,impact,1,5,4,2,1,path=chunks/DRESS_DIAMOND_10_STOMP_416-chunk11.wav
13bacce287de,ulfc,,metal,impact,1,5,4,2,1,path=chunks/HEEL_DIAMOND_10_STOMP_416-chunk7.wav
d85b64509b31,ulfc,,metal,impact,1,5,4,2,1,path=chunks/SNEAK_DIAMOND_10_STOMP_416-chunk2.wav
435fa5a9cc6b,ulfc,,metal,impact,1,5,4,2,1,path=chunks/BOOT_METAL1_10_STOMP_KMR81-chunk15.wav
8e030040c309,ulfc,,metal,impact,1,5,4,2,1,path=chunks/BOOT_METAL1_10_STOMP_416-chunk14.wav
3d4222f7665e,ulfc,,metal,impact,1,5,4,2,1,path=chunks/BOOT_GRATE_10_STOMP_416-chunk10.wav
c982f62f764e,ulfc,,metal,impact,1,5,4,2,1,path=chunks/BOOT_GRATE_11_LAND_KMR81-chunk3.wav
66fc848b0a07,ulfc,,metal,impact,1,5,4,2,1,path=chunks/HEEL_DIAMOND_10_STOMP_416-chunk17.wav
3e2b07ea15bf,ulfc,,metal,impact,1,5,4,2,1,path=chunks/BOOT_GRATE_10_STOMP_416-chunk3.wav
76e463ab05bd,ulfc,,metal,impact,1,5,4,2,1,path=chunks/DRESS_GRATE_10_STOMP_KMR81-chunk11.wav
d4566845b18d,ulfc,,metal,impact,1,5,4,2,1,path=chunks/SNEAK_DIAMOND_11_LAND_416-chunk6.wav
9fa3e070f9d8,ulfc,,metal,impact,1,5,4,2,1,path=chunks/SNEAK_DIAMOND_10_STOMP_416-chunk7.wav
2dcfc5917f88,ulfc,,metal,impact,1,5,4,2,1,path=chunks/DRESS_GRATE_11_LAND_416-chunk5.wav
f8ae676a4066,ulfc,,metal,impact,1,5,4,2,1,path=chunks/SNEAK_METAL1_10_STOMP_416-chunk4.wav
563f3a786664,ulfc,,metal,impact,1,5,4,2,1,path=chunks/HEEL_DIAMOND_10_STOMP_416-chunk12.wav
b525931439c8,ulfc,,metal,impact,1,5,4,2,1,path=chunks/HEEL_DIAMOND_10_STOMP_416-chunk15.wav
0bfb6c98d0f8,ulfc,,metal,impact,1,5,4,2,1,path=chunks/SNEAK_DIAMOND_11_LAND_KMR81-chunk3.wav
d155c0843151,ulfc,,metal,impact,1,5,4,2,1,path=chunks/DRESS_METAL1_11_LAND_KMR81-chunk4.wav
f665631dce37,ulfc,,metal,impact,1,5,4,2,1,path=chunks/DRESS_METAL1_10_STOMP_416-chunk7.wav
d1b6d4e14877,ulfc,,metal,impact,1,5,4,2,1,path=chunks/DRESS_GRATE_10_STOMP_KMR81-chunk4.wav
c18aad37f6d5,ulfc,,metal,impact,1,5,4,2,1,path=chunks/BOOT_DIAMOND_10_STOMP_KMR81-chunk3.wav
a55fb909368f,ulfc,,metal,impact,1,5,4,2,1,path=chunks/HEEL_DIAMOND_10_STOMP_KMR81-chunk3.wav
6c2456c2dd5f,ulfc,,metal,scrape,1,5,4,2,4,path=chunks/BOOT_DIAMOND_15_SCRAPE3_KMR81-chunk9.wav
ae2f413f0d5f,ulfc,,metal,scrape,1,5,4,2,4,path=chunks/FLAT_METAL1_16_SCRAPE4_KMR81-chunk1.wav
ed984e896401,ulfc,,metal,scrape,1,5,4,2,4,path=chunks/BOOT_METAL1_15_SCRAPE3_416-chunk0.wav
b8cfbe03b8f6,ulfc,,metal,scrape,1,5,4,2,4,path=chunks/HEEL_METAL1_17_SCRAPE5_416-chunk0.wav
14e472730831,ulfc,,metal,scrape,1,5,4,2,4,path=chunks/FLAT_GRATE_13_SCRAPE1_416-chunk0.wav
c88d6246c6fe,ulfc,,metal,scrape,1,5,4,2,4,path=chunks/SNEAK_GRATE_17_SCRAPE5_416-chunk0.wav
9d7b429f1311,ulfc,,metal,scrape,1,5,4,2,4,path=chunks/DRESS_DIAMOND_15_SCRAPE3_KMR81-chunk0.wav
d36a7a71be5b,ulfc,,metal,scrape,1,5,4,2,4,path=chunks/FLAT_DIAMOND_16_SCRAPE4_416-chunk6.wav
f846f90057f2,ulfc,,metal,scrape,1,5,4,2,4,path=chunks/SNEAK_DIAMOND_14_SCRAPE2_416-chunk2.wav
0be33e2294d9,ulfc,,metal,scrape,1,5,4,2,4,path=chunks/SNEAK_DIAMOND_16_SCRAPE4_416-chunk0.wav
d4d54923c88b,ulfc,,metal,scrape,1,5,4,2,4,path=chunks/HEEL_DIAMOND_13_SCRAPE1_KMR81-chunk12.wav
6241fe1d2e60,ulfc,,metal,scrape,1,5,4,2,4,path=chunks/SNEAK_METAL1_15_SCRAPE3_KMR81-chunk16.wav
f533770eaf1d,ulfc,,metal,scrape,1,5,4,2,4,path=chunks/FLAT_DIAMOND_13_SCRAPE1_416-chunk5.wav
ddbf934f1c4b,ulfc,,metal,scrape,1,5,4,2,4,path=chunks/BOOT_GRATE_17_SCRAPE5_KMR81-chunk4.wav
e4da3360a889,ulfc,,metal,scrape,1,5,4,2,4,path=chunks/HEEL_METAL1_14_SCRAPE2_KMR81-chunk5.wav
f7d8bb9e0217,ulfc,,metal,scrape,1,5,4,2,4,path=chunks/FLAT_METAL1_16_SCRAPE4_KMR81-chunk10.wav
367ad801003a,ulfc,,metal,scrape,1,5,4,2,4,path=chunks/SNEAK_METAL1_13_SCRAPE1_KMR81-chunk6.wav
26213b9365ac,ulfc,,metal,scrape,1,5,4,2,4,path=chunks/SNEAK_METAL1_16_SCRAPE4_KMR81-chunk5.wav
335f5eecbbdc,ulfc,,metal,scrape,1,5,4,2,4,path=chunks/FLAT_METAL1_16_SCRAPE4_KMR81-chunk2.wav
022354f8b771,ulfc,,metal,scrape,1,5,4,2,4,path=chunks/HEEL_DIAMOND_12_SCUFF_KMR81-chunk0.wav
646b4e5e701a,ulfc,,metal,scrape,1,5,4,2,4,path=chunks/DRESS_DIAMOND_14_SCRAPE2_416-chunk0.wav
5c538556536c,ulfc,,metal,scrape,1,5,4,2,4,path=chunks/BOOT_METAL1_16_SCRAPE4_KMR81-chunk0.wav
4f006f0422c8,ulfc,,metal,scrape,1,5,4,2,4,path=chunks/SNEAK_METAL1_17_SCRAPE5_KMR81-chunk14.wav
c43d338c3d17,ulfc,,metal,scrape,1,5,4,2,4,path=chunks/SNEAK_METAL1_16_SCRAPE4_KMR81-chunk3.wav
7e4f045c8856,ulfc,,metal,scrape,1,5,4,2,4,path=chunks/SNEAK_GRATE_16_SCRAPE4_KMR81-chunk3.wav
5fb542f7ac64,ulfc,,metal,scrape,1,5,4,2,4,path=chunks/BOOT_DIAMOND_15_SCRAPE3_KMR81-chunk6.wav
629471bf2a25,ulfc,,metal,scrape,1,5,4,2,4,path=chunks/FLAT_GRATE_13_SCRAPE1_KMR81-chunk2.wav
726167fc97c6,ulfc,,metal,scrape,1,5,4,2,4,path=chunks/HEEL_DIAMOND_16_SCRAPE4_KMR81-chunk5.wav
8bdcd9b3ba4a,ulfc,,metal,scrape,1,5,4,2,4,path=chunks/HEEL_DIAMOND_14_SCRAPE2_KMR81-chunk15.wav
3d501579c090,ulfc,,metal,scrape,1,5,4,2,4,path=chunks/HEEL_DIAMOND_14_SCRAPE2_416-chunk9.wav
dd3ca40b7377,ulfc,,metal,scrape,1,5,4,2,4,path=chunks/BOOT_DIAMOND_16_SCRAPE4_416-chunk1.wav
5286466b4686,ulfc,,metal,scrape,1,5,4,2,4,path=chunks/SNEAK_METAL1_16_SCRAPE4_KMR81-chunk2.wav
1380c41276ca,ulfc,,metal,scrape,1,5,4,2,4,path=chunks/HEEL_DIAMOND_15_SCRAPE3_KMR81-chunk9.wav
3a1d81afde68,ulfc,,metal,scrape,1,5,4,2,4,path=chunks/SNEAK_METAL1_12_SCUFF_KMR81-chunk4.wav
b71c2b46a805,ulfc,,metal,scrape,1,5,4,2,4,path=chunks/FLAT_DIAMOND_15_SCRAPE3_416-chunk2.wav
f6cb1d5207f3,ulfc,,metal,scrape,1,5,4,2,4,path=chunks/FLAT_METAL1_15_SCRAPE3_416-chunk0.wav
d881f86ef357,ulfc,,metal,scrape,1,5,4,2,4,path=chunks/SNEAK_DIAMOND_14_SCRAPE2_416-chunk3.wav
8af4515437d3,ulfc,,metal,scrape,1,5,4,2,4,path=chunks/SNEAK_DIAMOND_13_SCRAPE1_416-chunk1.wav
58d4818c2b26,ulfc,,metal,scrape,1,5,4,2,4,path=chunks/HEEL_METAL1_14_SCRAPE2_KMR81-chunk3.wav
c73814bf6650,ulfc,,metal,scrape,1,5,4,2,4,path=chunks/BOOT_DIAMOND_13_SCRAPE1_416-chunk2.wav
83bd1654a93a,ulfc,,metal,scrape,1,5,4,2,4,path=chunks/HEEL_METAL1_15_SCRAPE3_KMR81-chunk9.wav
f6ba5626d1c6,ulfc,,metal,scrape,1,5,4,2,4,path=chunks/BOOT_METAL1_15_SCRAPE3_KMR81-chunk0.wav
d80b120cb980,ulfc,,metal,scrape,1,5,4,2,4,path=chunks/DRESS_GRATE_16_SCRAPE4_KMR81-chunk0.wav
0d7f4a260620,ulfc,,metal,scrape,1,5,4,2,4,path=chunks/BOOT_GRATE_16_SCRAPE4_416-chunk4.wav
9b8161ce52cb,ulfc,,metal,scrape,1,5,4,2,4,path=chunks/HEEL_METAL1_15_SCRAPE3_KMR81-chunk5.wav
78cbb04d1899,ulfc,,metal,scrape,1,5,4,2,4,path=chunks/FLAT_DIAMOND_16_SCRAPE4_416-chunk10.wav
2ee3c65d51f5,ulfc,,metal,scrape,1,5,4,2,4,path=chunks/FLAT_METAL1_16_SCRAPE4_416-chunk10.wav
f03e5b0ca732,ulfc,,metal,scrape,1,5,4,2,4,path=chunks/BOOT_METAL1_15_SCRAPE3_416-chunk3.wav
cd158623a013,ulfc,,metal,scrape,1,5,4,2,4,path=chunks/BOOT_DIAMOND_16_SCRAPE4_KMR81-chunk4.wav
7ee3ee0cf34f,ulfc,,metal,scrape,1,5,4,2,4,path=chunks/SNEAK_METAL1_17_SCRAPE5_KMR81-chunk18.wav
bd982b053522,ulfc,,metal,scrape,1,5,4,2,4,path=chunks/HEEL_METAL1_15_SCRAPE3_KMR81-chunk7.wav
266bad0aa695,ulfc,,metal,scrape,1,5,4,2,4,path=chunks/HEEL_DIAMOND_16_SCRAPE4_KMR81-chunk16.wav
1f20a6dfe46e,ulfc,,metal,scrape,1,5,4,2,4,path=chunks/BOOT_DIAMOND_14_SCRAPE2_KMR81-chunk0.wav
663f497d8a94,ulfc,,metal,scrape,1,5,4,2,4,path=chunks/HEEL_DIAMOND_15_SCRAPE3_416-chunk12.wav
758408c67197,ulfc,,metal,scrape,1,5,4,2,4,path=chunks/HEEL_METAL1_14_SCRAPE2_KMR81-chunk1.wav
4b301c2387a0,ulfc,,metal,scrape,1,5,4,2,4,path=chunks/BOOT_METAL1_15_SCRAPE3_KMR81-chunk10.wav
33ecea234ca1,ulfc,,metal,scrape,1,5,4,2,4,path=chunks/BOOT_GRATE_16_SCRAPE4_KMR81-chunk3.wav
0dd04a3fcd08,ulfc,,metal,scrape,1,5,4,2,4,path=chunks/BOOT_METAL1_15_SCRAPE3_KMR81-chunk4.wav
3b4e86991e4d,ulfc,,metal,scrape,1,5,4,2,4,path=chunks/HEEL_DIAMOND_16_SCRAPE4_416-chunk4.wav
57846325da4c,ulfc,,metal,scrape,1,5,4,2,4,path=chunks/HEEL_DIAMOND_16_SCRAPE4_416-chunk9.wav
59969b7d33cc,ulfc,,earth,step,1,2,1,3,3,path=chunks/SNEAK_DIRT_07_RUN_416-chunk8.wav
567e5988d373,ulfc,,earth,step,1,2,1,3,3,path=chunks/BOOT_DIRT_06_JOG_KMR81-chunk3.wav
c5651d7a0302,ulfc,,earth,step,1,2,1,3,3,path=chunks/SNEAK_DIRT_09_STAIR FAST_416-chunk14.wav
0b30d274d66d,ulfc,,earth,step,1,2,1,3,3,path=chunks/SNEAK_DIRT_06_JOG_416-chunk17.wav
390056105b2e,ulfc,,earth,step,1,2,1,3,3,path=chunks/SNEAK_DIRT_09_STAIR FAST_416-chunk3.wav
29a040841634,ulfc,,earth,step,1,2,1,3,3,path=chunks/SNEAK_DIRT_06_JOG_416-chunk13.wav
951178e7d700,ulfc,,earth,step,1,2,1,3,3,path=chunks/BOOT_DIRT_07_RUN_416-chunk1.wav
8572f2c301d0,ulfc,,earth,step,1,2,1,3,3,path=chunks/SNEAK_DIRT_06_JOG_416-chunk14.wav
65b963414d3e,ulfc,,earth,step,1,2,1,3,3,path=chunks/SNEAK_DIRT_08_SLOW STAIR_416-chunk5.wav
5c925b51ee66,ulfc,,earth,step,1,2,1,3,3,path=chunks/BOOT_DIRT_06_JOG_KMR81-chunk7.wav
bd8f5452f839,ulfc,,earth,step,1,2,1,3,3,path=chunks/BOOT_DIRT_07_RUN_416-chunk2.wav
1443d96e8da3,ulfc,,earth,step,1,2,1,3,3,path=chunks/BOOT_DIRT_08_STAIR SLOW_KMR81-chunk3.wav
1bf70914b8b7,ulfc,,earth,step,1,2,1,3,3,path=chunks/SNEAK_DIRT_06_JOG_416-chunk5.wav
870a51d9837e,ulfc,,earth,step,1,2,1,3,3,path=chunks/BOOT_DIRT_08_STAIR SLOW_KMR81-chunk1.wav
e638e3ba3e71,ulfc,,earth,step,1,2,1,3,3,path=chunks/SNEAK_DIRT_05_WALK FAST_416-chunk1.wav
d46a38c4140a,ulfc,,earth,step,1,2,1,3,3,path=chunks/BOOT_DIRT_09_STAIR FAST_416-chunk1.wav
3285410b3a78,ulfc,,earth,step,1,2,1,3,3,path=chunks/SNEAK_DIRT_07_RUN_416-chunk0.wav
1de31dbb4e7b,ulfc,,earth,step,1,2,1,3,3,path=chunks/SNEAK_DIRT_04_WALK MED_416-chunk1.wav
f0b914045a16,ulfc,,earth,step,1,2,1,3,3,path=chunks/BOOT_DIRT_01_WALK XX SLOW_KMR81-chunk1.wav
17577ef5fdd8,ulfc,,earth,step,1,2,1,3,3,path=chunks/BOOT_DIRT_07_RUN_KMR81-chunk9.wav
d91094a783a3,ulfc,,earth,step,1,2,1,3,3,path=chunks/SNEAK_DIRT_06_JOG_416-chunk7.wav
498f3e6f6654,ulfc,,earth,step,1,2,1,3,3,path=chunks/SNEAK_DIRT_08_SLOW STAIR_416-chunk4.wav
12de66009493,ulfc,,earth,step,1,2,1,3,3,path=chunks/SNEAK_DIRT_05_WALK FAST_416-chunk12.wav
a8ab263e4067,ulfc,,earth,step,1,2,1,3,3,path=chunks/SNEAK_DIRT_05_WALK FAST_416-chunk4.wav
2e08a4a4da41,ulfc,,earth,step,1,2,1,3,3,path=chunks/SNEAK_DIRT_09_STAIR FAST_416-chunk8.wav
41ad851dffd9,ulfc,,earth,step,1,2,1,3,3,path=chunks/SNEAK_DIRT_09_STAIR FAST_416-chunk12.wav
bba5114830f6,ulfc,,earth,step,1,2,1,3,3,path=chunks/SNEAK_DIRT_08_SLOW STAIR_KMR81-chunk3.wav
92fe9ff240a0,ulfc,,earth,step,1,2,1,3,3,path=chunks/SNEAK_DIRT_09_STAIR FAST_416-chunk4.wav
1c1bdccb666c,ulfc,,earth,step,1,2,1,3,3,path=chunks/BOOT_DIRT_08_STAIR SLOW_KMR81-chunk0.wav
c572a5e497ea,ulfc,,earth,step,1,2,1,3,3,path=chunks/SNEAK_DIRT_07_RUN_416-chunk13.wav
871d59d86157,ulfc,,earth,step,1,2,1,3,3,path=chunks/SNEAK_DIRT_06_JOG_416-chunk12.wav
3cdca76cc723,ulfc,,earth,step,1,2,1,3,3,path=chunks/BOOT_DIRT_07_RUN_KMR81-chunk4.wav
92e87f041f75,ulfc,,earth,step,1,2,1,3,3,path=chunks/SNEAK_DIRT_09_STAIR FAST_416-chunk5.wav
a358357b19d2,ulfc,,earth,step,1,2,1,3,3,path=chunks/SNEAK_DIRT_06_JOG_KMR81-chunk2.wav
acf867d411f0,ulfc,,earth,step,1,2,1,3,3,path=chunks/BOOT_DIRT_09_STAIR FAST_416-chunk3.wav
4ba1c157e4ec,ulfc,,earth,step,1,2,1,3,3,path=chunks/SNEAK_DIRT_05_WALK FAST_416-chunk3.wav
962c5a8421a9,ulfc,,earth,step,1,2,1,3,3,path=chunks/SNEAK_DIRT_08_SLOW STAIR_416-chunk2.wav
51c7eac5fd1a,ulfc,,earth,step,1,2,1,3,3,path=chunks/SNEAK_DIRT_05_WALK FAST_416-chunk13.wav
faf2f33355b7,ulfc,,earth,step,1,2,1,3,3,path=chunks/SNEAK_DIRT_05_WALK FAST_416-chunk7.wav
7b0bdee4fb7a,ulfc,,earth,step,1,2,1,3,3,path=chunks/BOOT_DIRT_07_RUN_KMR81-chunk11.wav
a8d631c1fce1,ulfc,,earth,step,1,2,1,3,3,path=chunks/SNEAK_DIRT_09_STAIR FAST_416-chunk15.wav
828f1f06f0cf,ulfc,,earth,step,1,2,1,3,3,path=chunks/BOOT_DIRT_01_WALK XX SLOW_KMR81-chunk0.wav
c66933ba70a4,ulfc,,earth,step,1,2,1,3,3,path=chunks/SNEAK_DIRT_07_RUN_416-chunk1.wav
804794ff61f7,ulfc,,earth,step,1,2,1,3,3,path=chunks/BOOT_DIRT_08_STAIR SLOW_416-chunk0.wav
c45e8f9515ea,ulfc,,earth,step,1,2,1,3,3,path=chunks/BOOT_DIRT_07_RUN_KMR81-chunk3.wav
ba3555750d83,ulfc,,earth,step,1,2,1,3,3,path=chunks/SNEAK_DIRT_06_JOG_416-chunk16.wav
19ada5222d6b,ulfc,,earth,step,1,2,1,3,3,path=chunks/SNEAK_DIRT_05_WALK FAST_416-chunk14.wav
ec9a6a90aa2b,ulfc,,earth,step,1,2,1,3,3,path=chunks/BOOT_DIRT_09_STAIR FAST_KMR81-chunk4.wav
49968d7a7bcb,ulfc,,earth,step,1,2,1,3,3,path=chunks/BOOT_DIRT_09_STAIR FAST_KMR81-chunk0.wav
162b2aed3293,ulfc,,earth,step,1,2,1,3,3,path=chunks/SNEAK_DIRT_06_JOG_KMR81-chunk0.wav
eea2980a8360,ulfc,,earth,step,1,2,1,3,3,path=chunks/SNEAK_DIRT_05_WALK FAST_416-chunk0.wav
414d8ca67ebb,ulfc,,earth,step,1,2,1,3,3,path=chunks/BOOT_DIRT_08_STAIR SLOW_KMR81-chunk6.wav
24ea0257f653,ulfc,,earth,step,1,2,1,3,3,path=chunks/SNEAK_DIRT_06_JOG_416-chunk1.wav
27c11a0fbeb1,ulfc,,earth,step,1,2,1,3,3,path=chunks/SNEAK_DIRT_06_JOG_KMR81-chunk5.wav
